markdown_content,index_in_notebook,author_name,notebook_title,markdown_key
"['### Figure 3\n', '\n', ""Next we look at histograms of the number of missing data entries for each instance at three key time periods: during the training set, before the 'step' in the test set and after the 'step' in the test set. \n"", '\n', 'It is clear that the train and test at early times appear equivalent, but after approximately Transaction DT = 2.3e7 the test set changes: there are signifcantly less missing entries for a given instance of the test set.']",6,fchmiel,eda-of-missing-data,fchmiel_eda-of-missing-data_m6
"['## Which features have reduced in the number of missing values\n', '\n', 'We can see there are some features with a lot less missing values in the test sets (namely D12 and a number of the VI features).\n', '\n', 'We will have to look into what these features are and how we can deal with the missing data. \n', '\n']",7,fchmiel,eda-of-missing-data,fchmiel_eda-of-missing-data_m7
['# Work in progress'],8,fchmiel,eda-of-missing-data,fchmiel_eda-of-missing-data_m8
"['## Looking at the distribution of values for a feature which changes significantly.\n', '\n', 'We will look at D15. ']",9,fchmiel,eda-of-missing-data,fchmiel_eda-of-missing-data_m9
['## Does more missing data increase the chance of a Fradulent transaction'],10,fchmiel,eda-of-missing-data,fchmiel_eda-of-missing-data_m10
"['Clearly, there are certain numbers of missing data which correlates with a an increased chance of the transaction being fradulent. \n', '\n', 'Where there is a 100% chance of the transaction being fradulent this corresponds to there being only one training instance with this number of missing variables.\n', '\n', '\n', 'We will have to investigate which features are missing and what this can tell us about the transaction.']",11,fchmiel,eda-of-missing-data,fchmiel_eda-of-missing-data_m11
"['# Fraud Detection \n', '* Author: Grant Gasser\n', '* Last Edit: 8/18/2019\n', '* Kaggle: ""In this competition you are predicting the probability that an online transaction is fraudulent, as denoted by the binary target `isFraud.`""']",0,grantgasser,fraud-detection,grantgasser_fraud-detection_m0
"['## Summary\n', ""**This is my first serious attempt at a Kaggle competition. As such, I would really appreciate some feedback or tips for improving performance. If you enjoyed this notebook and it helped you, please leave a thumbs up! Though I've written most of the code myself, I have found the other public kernels very helpful and would encourage you do browse through them to look for other good ideas.**\n"", '\n', '* **Public Leaderboard Results:** (I plan on using some of the previous submission files for ensembling)\n', '* Random Forest filled NaNs with -999: `.872`\n', '* XGBoost filled NaNs with -999: `.938`, submission file: `baseline_xgboost.csv`\n', '* XGBoost impute mean for numerical NaNs and most common cat for categorical NaNs, also normalized numerical vars: `.878`\n', '* XGBoost impute mean for numerical NaNs and most common cat for categorical NaNs, no normalization: `.932`, submission file: `preprocessed_xgboost`\n', '* XGBoost, impute mean for numerical NaNs, do not impute most common category for categorical NaNs, no normalization: `.934`, file: `preprocessed2_xgboost`. **NOTE**: imputing mean for numerical NaNs and most common category for categorical NaNs did not seem to help for XGBoost. \n', '* Version 21: hyperparameter tuning with XGBoost (Grid Search or Random Search), `.9284`, `xgboost_with_tuning`\n', '* `.9226`, `xgboost_with_tuning2`']",1,grantgasser,fraud-detection,grantgasser_fraud-detection_m1
"['## ENSEMBLING:\n', '* Averaging out my previous predictions using the files listed above ^ \n', '* data: `https://www.kaggle.com/grantgasser/previous-submissions`']",2,grantgasser,fraud-detection,grantgasser_fraud-detection_m2
['## Libraries'],3,grantgasser,fraud-detection,grantgasser_fraud-detection_m3
['## View provided files'],4,grantgasser,fraud-detection,grantgasser_fraud-detection_m4
"['## Ensemble\n', '* Will have to comment out everything below this\n', '* Load previous submissions']",5,grantgasser,fraud-detection,grantgasser_fraud-detection_m5
"['### Weighted Avg\n', '* Based on scores (more weight for model outputs that had better scores)\n', ""* `.05, .05, .1, .8` -> `.9392`, minor improvement from the best model's score of `.9381`, file: `ensemble5.csv`""]",6,grantgasser,fraud-detection,grantgasser_fraud-detection_m6
"['# Data Description \n', '* As provided by VESTA: https://www.kaggle.com/c/ieee-fraud-detection/discussion/101203#latest-586800\n', '\n', '#### Transaction Table\n', '* TransactionDT: timedelta from a given reference datetime (not an actual timestamp)\n', '* TransactionAMT: transaction payment amount in USD\n', '* ProductCD: product code, the product for each transaction\n', '* card1 - card6: payment card information, such as card type, card category, issue bank, country, etc.\n', '* addr: address\n', '* dist: distances between (not limited) billing address, mailing address, zip code, IP address, phone area, etc.\n', '* P_ and (R__) emaildomain: purchaser and recipient email domain\n', '* C1-C14: counting, such as how many addresses are found to be associated with the payment card, etc. The actual meaning is masked.\n', '* D1-D15: timedelta, such as days between previous transaction, etc.\n', '* M1-M9: match, such as names on card and address, etc.\n', '* Vxxx: Vesta engineered rich features, including ranking, counting, and other entity relations.\n', '\n', '** Categorical Features: **\n', '* ProductCD\n', '* card1 - card6\n', '* addr1, addr2\n', '* Pemaildomain Remaildomain\n', '* M1 - M9\n', '\n', '---\n', '\n', '#### Identity Table\n', 'Variables in this table are identity information – network connection information (IP, ISP, Proxy, etc) and digital signature (UA/browser/os/version, etc) associated with transactions. \n', ""They're collected by Vesta’s fraud protection system and digital security partners.\n"", '(The field names are masked and pairwise dictionary will not be provided for privacy protection and contract agreement)\n', '\n', '** Categorical Features: **\n', '* DeviceType\n', '* DeviceInfo\n', '* id12 - id38']",7,grantgasser,fraud-detection,grantgasser_fraud-detection_m7
['## Load and explore data'],8,grantgasser,fraud-detection,grantgasser_fraud-detection_m8
['### View tables'],9,grantgasser,fraud-detection,grantgasser_fraud-detection_m9
"['# Merge identity and transaction tables\n', '* Per Kaggle: ""The data is broken into two files `identity` and `transaction`, which are joined by `TransactionID`. Not all transactions have corresponding identity information.\n', '* Merge identity and transaction tables with `TransactionID` as the key""\n', '* Since ""not all transactions have corresponding identity information,"" we will use a (left) outer join, using pandas merge function since a key might not appear in both tables']",10,grantgasser,fraud-detection,grantgasser_fraud-detection_m10
['# Baseline Model with minimal pre-processing (.938)'],11,grantgasser,fraud-detection,grantgasser_fraud-detection_m11
"['### XGBoost Classifier\n', '* See [notebook](https://www.kaggle.com/inversion/ieee-simple-xgboost) for starter code']",12,grantgasser,fraud-detection,grantgasser_fraud-detection_m12
"['### Replacing with Missing Values\n', '* Using code from: https://www.kaggle.com/inversion/ieee-simple-xgboost']",13,grantgasser,fraud-detection,grantgasser_fraud-detection_m13
['## Train XGBoost model'],14,grantgasser,fraud-detection,grantgasser_fraud-detection_m14
['### XGBoost AUC = .938'],15,grantgasser,fraud-detection,grantgasser_fraud-detection_m15
"['### Data Types\n', '* Before diving into EDA, look at data types of current features and see if they need to be changed']",16,grantgasser,fraud-detection,grantgasser_fraud-detection_m16
"['**Categorical Features:**\n', '* ProductCD\n', '* card1 - card6\n', '* addr1, addr2\n', '* Pemaildomain Remaildomain\n', '* M1 - M9\n', '* DeviceType\n', '* DeviceInfo\n', '* id12 - id38']",17,grantgasser,fraud-detection,grantgasser_fraud-detection_m17
"['### Thoughts\n', ""* Some of these should not be numerical data (e.g. card1-card6 should be 'object' types, not int64 or float64)\n"", '* The next few cells changes this']",18,grantgasser,fraud-detection,grantgasser_fraud-detection_m18
['# EDA'],19,grantgasser,fraud-detection,grantgasser_fraud-detection_m19
"['## Check Missing Values\n', '* Hint: there are lots of them']",20,grantgasser,fraud-detection,grantgasser_fraud-detection_m20
['## Analyze Categorical Variables'],21,grantgasser,fraud-detection,grantgasser_fraud-detection_m21
"['### Thoughts\n', '* There are several categorical variables with many categories, suggesting that 1-Hot encoding might be too high dimensional\n', '* It may be more prudent to do label encoding (1,2,3,..) to limit dimensionality\n', '* Drawback with Label Encoding: softly implies there is some order to the categories since the categories are now numbered']",22,grantgasser,fraud-detection,grantgasser_fraud-detection_m22
"['## Explore Labels\n', '* Note the class imbalance\n', '* About 3.5% of train examples are fraudulent']",23,grantgasser,fraud-detection,grantgasser_fraud-detection_m23
"['## Compare fraud and non-fraud (within training set)\n', '1. Compare the difference in means of numerical features between the fraud and non-fraud transactions. \n', '\n', '2. Compare the difference in distributions of categorical features between the fraud and non-fraud transactions. \n', ' ']",24,grantgasser,fraud-detection,grantgasser_fraud-detection_m24
['### Look at a few fraudulent transactions'],25,grantgasser,fraud-detection,grantgasser_fraud-detection_m25
['## Compare train and test'],26,grantgasser,fraud-detection,grantgasser_fraud-detection_m26
"['### Note TransactionDT has no overlap\n', '* As mentioned: https://www.kaggle.com/robikscube/ieee-fraud-detection-first-look-and-eda\n', '* Not sure what to do here. Maybe transform so that each value is relative to its range?']",27,grantgasser,fraud-detection,grantgasser_fraud-detection_m27
"['## Takeaways from EDA\n', '### There are lots of missing values\n', '### There is significant class imbalance (Only ~20,000 out of 590,000 are fraudulent, or 3.5 %)\n', '* Thus, a classifier that always predicts not fraud (0) would have 96.5% accuracy (on the training set, the test set is similar)\n', '\n', '\n', '### TRAIN SET: Comparing means of numerical features among fraud and non-fraud transactions:\n', '* `TransactionDT` - fraudulent transactions 4.5% higher\n', '* `TransactionAmt` - fraudulent transactions 11% more expensive\n', '\n', '### TRAIN SET: Comparing distributions of categorical variables among fraud and non-fraud transactions:\n', '* Take a look at the above cell to see the comparison\n', '* Some of these may spurious, but with 20,000 fraudulent examples, they could imply something\n', ""* `ProductCD` - 39% of fraud transactions are 'C', but only 11% of non-fraud transactions are 'C'\n"", '* `card1` - looks similar\n', '* `card4` - distribution looks similar\n', '* `card6` - fraud transactions distributed evenly (52/48) between debit and credit whereas non-fraud transactions are mostly debit (76%)\n', '* `P_emaildomain` - 13% of fraud comes from hotmail email vs. 9% non-fraud is hotmail email \n', '* `R_emaildomain` - 60% of emails on receiving end of fraud are gmail vs. only 40% for non-fraud\n', ""* `id_29` - 70% are 'Found' in the fraud examples vs. 52% in the non-fraud\n"", '* `id_30` - Though MAC OS versions show up on non-fraud top 10, do not show up in top 10 for fraud, implying fraud less common on MAC\n', '* `DeviceType` - fraud was about evenly distributed (50/50) between mobile and desktop, most non-fraud on desktop (61%)\n', '* `DeviceInfo` - similar to what id_30 implied, MAC used for 11% of non-fraud transactions but just 3% of fraud transactions\n', '\n', '\n', '### Comparing train distribution and test distribution\n', '* Remember, train size is $560,000$ and test size is $500,000$\n', '* Other than `TransactionDT`, the distributions look similar\n', '* Note that since the test set is later in time, there are some features where the distributions are almost certain to be different\n', '* e.g. `id_31` represents the browser used. For the train set, the most common browser was **chrome 63** at 16%. In the test set, the most common was **chrome 70**.\n', '7 versions later and **chrome 63** did not even show up in the top 10 most common browser for the test set, unsurprisingly.\n', '* Should I drop `id_31` and other columns affected by time or let the model weight it?\n', '* Also, looking at `DeviceType`, 60% of transactions in the train set were done on desktop vs. 54% on desktop in test set. \n', 'Could this represent the increasing usage of mobile? Is there that much of a time difference between the train and test set?']",28,grantgasser,fraud-detection,grantgasser_fraud-detection_m28
['# Pre-processing'],29,grantgasser,fraud-detection,grantgasser_fraud-detection_m29
"['### Remove features with large amounts of missing data\n', '* For computational purposes, removing features that have 80% (arbitrary number) or more missing values in the training set\n', '* May come back and try different values for this cutoff\n', '* Fill in remaining missing values with mean or median']",30,grantgasser,fraud-detection,grantgasser_fraud-detection_m30
"['### In next iteration: come back and inspect columns being dropped\n', '* See if some should be kept and receive imputed values']",31,grantgasser,fraud-detection,grantgasser_fraud-detection_m31
['## Replace missing values with mean (numerical) and most common category (categorical)'],32,grantgasser,fraud-detection,grantgasser_fraud-detection_m32
"[' ### Reminder\n', ' **NOTE:** with fillna, replace and other pandas functions, make sure you set the variable, because it returns the transformed object\n', ' * e.g. `df[feature] = df[feature].replace()` instead of just `df[feature].replace()`\n', ' * **Note:** Just replacing NaNs with -999 and letting XGBoost handle it, will use this function if try different models such as Neural Network']",33,grantgasser,fraud-detection,grantgasser_fraud-detection_m33
['### Any remaining missing values?'],34,grantgasser,fraud-detection,grantgasser_fraud-detection_m34
"['## Label Encoding\n', '* Change categorical variable data to numbers so that computer can understand\n', ""* e.g. if the encoding is: `['mastercard', 'discover', 'visa']` based on index, then data like `['visa', 'visa', 'mastercard', 'discover', 'mastercard']` would be encoded as `[2, 2, 0, 1, 0]`""]",35,grantgasser,fraud-detection,grantgasser_fraud-detection_m35
"['### Normalize Variables\n', '* For speed of convergence and numerical stability\n', '* Also to ensure variables with larger numbers do not dominate the model (e.g. TransactionAmt)\n', '* Normalize numerical variables: $x_{i,j} = \\frac{x_{i,j} - \\mu_j}{\\sigma_j}$ where $i$ is the row, $j$ is the column, $\\mu_j$ is the mean of the column and $\\sigma_j$ is the std of the col\n', '* After the transformation, we will have $\\mu_j = 0$ and $\\sigma_j = 1$ for each numerical column/feature $j$\n', '* Could also try Min-Max scaling too which gives $x_j \\in (0,1)$ for all $i$.']",36,grantgasser,fraud-detection,grantgasser_fraud-detection_m36
"['## Skip normalize to see effect on performance\n', '* Pre-processed XGBoost score `.878` vs. `.938` with no pre-processing\n', '* **Note:** After removing normalization for XGBoost, performance jumped from `.878` to `.932`. Normalization may only be necessary or helpful with neural nets and similar algorithms']",37,grantgasser,fraud-detection,grantgasser_fraud-detection_m37
"['### Reduce memory usage before fitting XGBoost\n', '* Thanks to https://www.kaggle.com/iasnobmatsu/xgb-model-with-feature-engineering']",38,grantgasser,fraud-detection,grantgasser_fraud-detection_m38
"['## XGBoost\n', '* https://developer.ibm.com/code/2018/06/20/handle-imbalanced-data-sets-xgboost-scikit-learn-python-ibm-watson-studio/\n', '* XGBoost is an extreme gradient boosting algorithm based on trees that tends to perform very well out of the box compared to other ML algorithms.\n', '* XGBoost is popular with data scientists and is one of the most common ML algorithms used in Kaggle Competitions.\n', '* XGBoost allows you to tune various parameters.\n', '* XGBoost allows parallel processing.']",39,grantgasser,fraud-detection,grantgasser_fraud-detection_m39
"['## Fit the XGBoost Classifier Again using Cross Validation\n', '* See how the performance differs after imputing values and normalizing data\n', '* The baseline score was `.938`']",40,grantgasser,fraud-detection,grantgasser_fraud-detection_m40
"['### Hyperparameter tuning with GridSearch and RandomizedSearch\n', '* [XGBoost parameters](https://xgboost.readthedocs.io/en/latest/parameter.html)\n', '* [GridSearch](https://scikit-learn.org/stable/modules/generated/sklearn.model_selection.GridSearchCV.html#sklearn.model_selection.GridSearchCV) - **Takes too much RAM**, exhaustive search of the parameters, expensive but finds the optimal set\n', '* set `scale_pos_weight` to adjust for class imbalance, common to do `sum(neg samples) / sum(pos samples)` which would be about 30 in this data set\n', '* control overfitting: `max_depth`, `min_child_weight`, `gamma` per xgboost docs']",41,grantgasser,fraud-detection,grantgasser_fraud-detection_m41
"['## TODO\n', '* GridSearchCV and RandomizedSearchCV take too much RAM\n', '* Will write my own grid search loop and be more efficient with RAM']",42,grantgasser,fraud-detection,grantgasser_fraud-detection_m42
"['### ^ Stopped early\n', '* Changing `gamma` does not seem to affect the performance\n', '* Adding more estimators and more max depth will improve performance on a subset of the test set, but has not led to improvement on the test set']",43,grantgasser,fraud-detection,grantgasser_fraud-detection_m43
"[""In this kernel I'm trying to fill some NaNs values using one intresting observation.""]",0,grazder,filling-card-nans,grazder_filling-card-nans_m0
"['*just random pic idk*\n', '![](https://sun9-31.userapi.com/c857628/v857628861/4c59e/JiPqE9xmzjs.jpg)']",1,grazder,filling-card-nans,grazder_filling-card-nans_m1
"[""I've noticed that there are cases in card columns that depends on other card columns. So using that approach we can fill some NaNs in data. Let's look at the data!""]",2,grazder,filling-card-nans,grazder_filling-card-nans_m2
"[""Let's count all NaNs in every card columns""]",3,grazder,filling-card-nans,grazder_filling-card-nans_m3
"['We can see that card2 is the most NaN card feature. What is more, card3, card4 and car6 in test have 2 times more NaNs values.']",4,grazder,filling-card-nans,grazder_filling-card-nans_m4
"[""Let's look ratio of missing values to the total number of rows.""]",5,grazder,filling-card-nans,grazder_filling-card-nans_m5
['Not very high ratios though.'],6,grazder,filling-card-nans,grazder_filling-card-nans_m6
['# Card1 and Card2'],7,grazder,filling-card-nans,grazder_filling-card-nans_m7
['There is dependency between сard2 and card1 values.  '],8,grazder,filling-card-nans,grazder_filling-card-nans_m8
"['In the dataset we can found a lot of cases like that. Where most of the values are the same, but there are some missing values. So we can assume that in NaN rows should be that only value which occurs in that card1 category. ']",9,grazder,filling-card-nans,grazder_filling-card-nans_m9
"[""Let's count unique values for each card1 category.""]",10,grazder,filling-card-nans,grazder_filling-card-nans_m10
['We can see that most of the card1 category have only one unique value. '],11,grazder,filling-card-nans,grazder_filling-card-nans_m11
"[""Now let's count amount of the missing values for amount of the unique values.""]",12,grazder,filling-card-nans,grazder_filling-card-nans_m12
"['Hm. There are a lot of missing values for categorys where there is no values(only NaNs) and where only one value.\n', 'So we can do that:\n', '\n', '* Fill NaNs in 1-amount category with most frequent value\n', '* Treat 0-amount category NaNs as only one category. We can just encode it somehow.']",13,grazder,filling-card-nans,grazder_filling-card-nans_m13
['But right now we will focus only on 1-amount category and fill NaNs with most frequent value in card1 category.'],14,grazder,filling-card-nans,grazder_filling-card-nans_m14
['# Card1 and Card3'],15,grazder,filling-card-nans,grazder_filling-card-nans_m15
"[""Let's do all the same but for card3 category.""]",16,grazder,filling-card-nans,grazder_filling-card-nans_m16
['So we filled almost all NaNs in card3.'],17,grazder,filling-card-nans,grazder_filling-card-nans_m17
['# Card1 and Card4'],18,grazder,filling-card-nans,grazder_filling-card-nans_m18
"['Ok, here is the same dependency.']",19,grazder,filling-card-nans,grazder_filling-card-nans_m19
['Here we have the same problem. And that approach can solve it too.'],20,grazder,filling-card-nans,grazder_filling-card-nans_m20
['# Card1 and Card5'],21,grazder,filling-card-nans,grazder_filling-card-nans_m21
['# Card1 and Card6'],22,grazder,filling-card-nans,grazder_filling-card-nans_m22
"[""### Ok. Let's look at number on NaNs now.""]",23,grazder,filling-card-nans,grazder_filling-card-nans_m23
"[""Still there are a lot of NaNs in the card2 and card5. Let's try some other fill combinations.""]",24,grazder,filling-card-nans,grazder_filling-card-nans_m24
"[""Let's find another dependent feature for card2.""]",25,grazder,filling-card-nans,grazder_filling-card-nans_m25
['We can see that there are too many unique values to implement this approch to fill remaining NaNs in card2.'],26,grazder,filling-card-nans,grazder_filling-card-nans_m26
"[""Let's find another dependent feature for card5.""]",27,grazder,filling-card-nans,grazder_filling-card-nans_m27
['Same for card5.'],28,grazder,filling-card-nans,grazder_filling-card-nans_m28
"[""Let's try some other features.""]",29,grazder,filling-card-nans,grazder_filling-card-nans_m29
['# Card1 and Addr2'],30,grazder,filling-card-nans,grazder_filling-card-nans_m30
"['There are really a lot of missing values in addr2, especially for 1-amount category.']",31,grazder,filling-card-nans,grazder_filling-card-nans_m31
"['So, we can fill to many values using this approach. But we cannot be 100% sure that missing values in 1-amount category is most frequent category.']",32,grazder,filling-card-nans,grazder_filling-card-nans_m32
"[""# Let's find all the features that depends on card1""]",33,grazder,filling-card-nans,grazder_filling-card-nans_m33
['There are a lot of columns that we can suspect in dependency. And some of them we can fill like above.'],34,grazder,filling-card-nans,grazder_filling-card-nans_m34
['## If you want to apply my kernel you can use that function:'],35,grazder,filling-card-nans,grazder_filling-card-nans_m35
['If you find this kernel helpful please upvote!'],36,grazder,filling-card-nans,grazder_filling-card-nans_m36
"['**THIS KERNAL IS BLEND OF **\n', 'So awesome kernals present Right now \n', '\n', '**vote if you love blend**\n']",0,hamditarek,ensemble-0-9429,hamditarek_ensemble-0-9429_m0
"['## phase 1 [Ensemble]\n', '\n', '1. https://www.kaggle.com/jazivxt/safe-box with 0.9420\n', '2. https://www.kaggle.com/artkulak/ieee-fraud-simple-baseline-0-9383-lb with 0.9398\n', '3. https://www.kaggle.com/artgor/eda-and-models with 0.9397\n', '4. https://www.kaggle.com/stocks/under-sample-with-multiple-runs with 0.9391\n']",1,hamditarek,ensemble-0-9429,hamditarek_ensemble-0-9429_m1
"[""I'm new to Kaggle so this kernel is just how I'm learning from others...\n"", '\n', 'Good luck!']",0,iasnobmatsu,xgb-model-with-feature-engineering,iasnobmatsu_xgb-model-with-feature-engineering_m0
"['link to kernels I found useful:\n', '\n', '* [**P_emaildomain, R_emaildomain effectiveness** by *Manraj Singh*](https://www.kaggle.com/c/ieee-fraud-detection/discussion/100778)\n', '* [**lgb-single-model** by *Roman*](https://www.kaggle.com/nroman/lgb-single-model-lb-0-9419)\n', '* [**Fraud makers are earnest people about browser** by *yasagure* ](https://www.kaggle.com/yasagure/fraud-makers-are-earnest-people-about-browser)\n', '* [**LGB starter - R** by *Shuo-Jen, Chang*](https://www.kaggle.com/andrew60909/lgb-starter-r)\n', '* [**eda-and-models** by *Andrew Lukyanenko*](https://www.kaggle.com/artgor/eda-and-models)\n', '* [**Feature Engineering + LightGBM w/ GPU** by *David Cairus*](https://www.kaggle.com/davidcairuz/feature-engineering-lightgbm-w-gpu)\n']",1,iasnobmatsu,xgb-model-with-feature-engineering,iasnobmatsu_xgb-model-with-feature-engineering_m1
"['### Import libraries and data, reduce memory usage']",2,iasnobmatsu,xgb-model-with-feature-engineering,iasnobmatsu_xgb-model-with-feature-engineering_m2
"['### Some Feature Engineering\n', '\n', 'drop columns, count encoding, aggregation, fillna']",3,iasnobmatsu,xgb-model-with-feature-engineering,iasnobmatsu_xgb-model-with-feature-engineering_m3
['### XGB model and training'],4,iasnobmatsu,xgb-model-with-feature-engineering,iasnobmatsu_xgb-model-with-feature-engineering_m4
"['# Prepare data and model\n', 'I use only numeric cols. In order to use categorical features we need to get their embeddings first. \n', 'Time and ID is not included, because I want to check is there information about time in other features.']",0,iggisv9t,search-data-hidden-structure-with-autoencoder,iggisv9t_search-data-hidden-structure-with-autoencoder_m0
"['### Model\n', 'Tanh in the output of the decoder is good choice for visualisation: all objects will be projected on square from -1 to 1.']",1,iggisv9t,search-data-hidden-structure-with-autoencoder,iggisv9t_search-data-hidden-structure-with-autoencoder_m1
"[""# Let's look at 2d density\n"", 'It seems like there is some clusters']",2,iggisv9t,search-data-hidden-structure-with-autoencoder,iggisv9t_search-data-hidden-structure-with-autoencoder_m2
"['### How fraudent transactions is distributed?\n', 'Looks like fraud is distributed almost like normal transactions, but there is some regions where fraudent transactions appear more often.']",3,iggisv9t,search-data-hidden-structure-with-autoencoder,iggisv9t_search-data-hidden-structure-with-autoencoder_m3
"['### Is there time leak in numerical features?\n', 'Obviously there is information about time.']",4,iggisv9t,search-data-hidden-structure-with-autoencoder,iggisv9t_search-data-hidden-structure-with-autoencoder_m4
"['### What causes clustering?\n', 'Colouring by ProductCD gives answer for this question. Remember that categorical features was not included in visualization. It means that numerical features distribution in different categories is different. I think, we need to separate models for different ProductCD.']",5,iggisv9t,search-data-hidden-structure-with-autoencoder,iggisv9t_search-data-hidden-structure-with-autoencoder_m5
"['# What about test?\n', 'All the same.']",6,iggisv9t,search-data-hidden-structure-with-autoencoder,iggisv9t_search-data-hidden-structure-with-autoencoder_m6
"[""# THAT'S ALL, FOLKS!""]",7,iggisv9t,search-data-hidden-structure-with-autoencoder,iggisv9t_search-data-hidden-structure-with-autoencoder_m7
"['<span style=""font-family:Calibri; font-size:3em; color:blue"">IEEE Fraud Detection</span>\n', '\n', '<br>\n', '<img src=""https://cdn.datafloq.com/cache/blog_pictures/878x531/fraud-analytics-protect-banking-sector.jpg"" width=""500"" height=""600"">\n', '<br>\n', '\n', '\n', '**Why fraud detection?**\n', '> Fraud is a billion-dollar business and it is increasing every year. The PwC global economic crime survey of 2018[1] found that half (49 percent) of the 7,200 companies they surveyed had experienced fraud of some kind. This is an increase from the PwC 2016 study in which slightly more than a third of organizations surveyed (36%) had experienced economic crime.\n', '\n', '\n', 'This competition is a **binary classification** problem - i.e. our target variable is a binary attribute (Is the user making the click fraudlent or not?) and our goal is to classify users into ""fraudlent"" or ""not fraudlent"" as well as possible.\n', '\n', ""Unlike metrics such as ```LogLoss```, the **AUC score** only depends on how well you well you can separate the two classes. In practice, this means that only the order of your predictions matter, as a result of this, any rescaling done to your model's output probabilities will have no effect on your score. [click here to read more about AUC-ROC](https://stats.stackexchange.com/questions/132777/what-does-auc-stand-for-and-what-is-it)\n"", '\n', ""<img src='https://upload.wikimedia.org/wikipedia/commons/6/6b/Roccurves.png' width=300 height=300>\n"", '\n', '\n', '### Content\n', '\n', '- Data exploration\n', '- Missing Data.\n', '- Imbalanced problem.\n', '\n', '\n', '- Plots\n', '    - Distribution plots\n', '    - Count plots\n', '    - Unique values\n', '    - Groups\n', '    \n', '    \n', '- Memory reduction  \n', '\n', '- PCA\n', '\n', '\n', '- Models\n', '    - XGBoost Model.\n', '    - LGBM\n', '    \n', '**Remember the <span style=""color:red"">upvote</span> button is next to the fork button, and it\'s free too! ;)**\n', '\n', '----\n', '\n', '### References:\n', '\n', '- https://www.kaggle.com/artgor/eda-and-models/data\n', '- https://www.kaggle.com/artkulak/ieee-fraud-simple-baseline-0-9383-lb\n', '- https://www.kaggle.com/robikscube/ieee-fraud-detection-first-look-and-eda\n', '- https://www.kaggle.com/mjbahmani/reducing-memory-size-for-ieee\n', '\n', '<br>']",0,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m0
"['# Data\n', '\n', '\n', 'In this competition you are predicting the probability that an online transaction is fraudulent, as denoted by the binary target ```isFraud```.\n', '\n', 'The data is broken into two files **identity** and **transaction**, which are joined by ```TransactionID```. \n', '\n', '> Note: Not all transactions have corresponding identity information.\n', '\n', '**Categorical Features - Transaction**\n', '\n', '- ProductCD\n', '- emaildomain\n', '- card1 - card6\n', '- addr1, addr2\n', '- P_emaildomain\n', '- R_emaildomain\n', '- M1 - M9\n', '\n', '**Categorical Features - Identity**\n', '\n', '- DeviceType\n', '- DeviceInfo\n', '- id_12 - id_38\n', '\n', '**The TransactionDT feature is a timedelta from a given reference datetime (not an actual timestamp).**\n', '\n', '**Files**\n', '\n', '- train_{transaction, identity}.csv - the training set\n', '- test_{transaction, identity}.csv - the test set (**you must predict the isFraud value for these observations**)\n', '- sample_submission.csv - a sample submission file in the correct format\n']",1,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m1
"['**Interactive Plots Utils**\n', '> from https://www.kaggle.com/kabure/baseline-fraud-detection-eda-interactive-views (more about Interactive plots there)']",2,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m2
['**Load data**'],3,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m3
"['OK, there are a lot of **NaN** and **interesting columns**: \n', '\n', '- ``` C1, C2 ... D1, V300, V339 ... ``` \n', '- ``` id_01 ... id_38``` \n', '\n', ""The columns with those names don't look friendly.\n"", ""Apparently we don't have **dates**.""]",4,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m4
"['### 1st problem: NaN\n', '\n', 'Remember\n', '> Not all transactions have corresponding identity information']",5,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m5
['**train_transaction**'],6,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m6
['**train_identity**'],7,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m7
"['### 2nd Problem ...\n', '\n', 'Notice how **imbalanced** is our original dataset! Most of the transactions are non-fraud. If we use this dataframe as the base for our predictive models and analysis we might get a lot of errors and our algorithms will probably overfit since it will ""assume"" that most transactions are not fraud. But we don\'t want our model to assume, we want our model to detect patterns that give signs of fraud!\n', '\n', '**Imbalance** means that the number of data points available for different the classes is different\n', '\n', ""<img src='https://www.datascience.com/hs-fs/hubfs/imbdata.png?t=1542328336307&width=487&name=imbdata.png'>""]",8,jesucristo,fraud-complete-eda,jesucristo_fraud-complete-eda_m8
